更新时间,#genre#
20250111-09-46-34,url


speed,RespoTime,whitelist,#genre#
38.1KB/S,493.39ms,湖北卫视,http://202.100.46.58:9901/tsfile/live/1025_1.m3u8
38.1KB/S,1522.10ms,青海卫视,http://202.100.46.58:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
37.9KB/S,451.60ms,辽宁卫视,http://175.10.230.91:8081/tsfile/live/0121_1.m3u8
37.7KB/S,457.72ms,CCTV-5+体育赛事,http://221.233.192.152:1111/tsfile/live/0016_1.m3u8
37.7KB/S,832.42ms,河南卫视,http://itms4.sdlk.vip:6721/hls/226/index.m3u8
37.7KB/S,454.94ms,新疆卫视,http://175.10.230.91:8081/tsfile/live/0110_1.m3u8
37.6KB/S,477.42ms,厦门卫视,http://110.80.17.38:9901/tsfile/live/0128_1.m3u8
37.6KB/S,463.57ms,天津卫视,http://202.100.46.58:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
37.6KB/S,476.91ms,云南卫视,http://110.80.17.38:9901/tsfile/live/0119_1.m3u8
37.5KB/S,467.04ms,CCTV-5体育,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8
37.5KB/S,473.98ms,江西卫视,http://202.100.46.58:9901/tsfile/live/1033_1.m3u8
37.1KB/S,858.90ms,云南卫视,http://itms4.sdlk.vip:6721/hls/247/index.m3u8
37.1KB/S,466.25ms,云南卫视,http://202.100.46.58:9901/tsfile/live/1039_1.m3u8
36.9KB/S,856.33ms,宁夏卫视,http://itms4.sdlk.vip:6721/hls/233/index.m3u8
36.7KB/S,451.85ms,海南卫视,http://175.10.230.91:8081/tsfile/live/1003_1.m3u8
36.4KB/S,456.35ms,CCTV-5体育,http://175.10.230.91:8081/tsfile/live/0005_1.m3u8
36.3KB/S,587.53ms,重庆卫视,http://itms4.sdlk.vip:6721/hls/249/index.m3u8
36.2KB/S,453.08ms,吉林卫视,http://175.10.230.91:8081/tsfile/live/0116_1.m3u8
36.0KB/S,422.57ms,天津卫视,http://221.233.192.152:1111/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
35.9KB/S,451.79ms,宁夏卫视,http://175.10.230.91:8081/tsfile/live/0112_1.m3u8
35.9KB/S,828.25ms,海南卫视,http://itms4.sdlk.vip:6721/hls/225/index.m3u8
35.4KB/S,1045.07ms,三沙卫视,http://119.36.148.115:59901/tsfile/live/1009_1.m3u8
35.3KB/S,433.45ms,广西卫视,http://144.52.160.109:9901/tsfile/live/1034_1.m3u8
34.9KB/S,466.89ms,CCTV-7国防军事,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8
34.7KB/S,588.40ms,CCTV-11戏曲,http://itms4.sdlk.vip:6721/hls/205/index.m3u8
34.6KB/S,452.40ms,山东卫视,http://175.10.230.91:8081/tsfile/live/0131_1.m3u8
34.4KB/S,421.07ms,山东卫视,http://221.233.192.152:1111/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
34.3KB/S,587.47ms,CCTV-8电视剧,http://itms4.sdlk.vip:6721/hls/204/index.m3u8
34.3KB/S,480.94ms,安徽卫视,http://110.80.17.38:9901/tsfile/live/0130_2.m3u8
34.1KB/S,522.66ms,北京卫视,http://61.156.228.12:8154/tsfile/live/0122_1.m3u8
33.8KB/S,519.93ms,广东卫视,http://61.156.228.12:8154/tsfile/live/0125_1.m3u8
33.7KB/S,522.35ms,内蒙古卫视,http://61.156.228.12:8154/tsfile/live/0109_1.m3u8
33.5KB/S,433.27ms,辽宁卫视,http://144.52.160.109:9901/tsfile/live/1048_1.m3u8
33.3KB/S,466.53ms,广东卫视,http://116.9.204.242:9901/tsfile/live/0125_2.m3u8
33.2KB/S,830.70ms,吉林卫视,http://itms4.sdlk.vip:6721/hls/228/index.m3u8
33.2KB/S,519.64ms,山东卫视,http://61.156.228.12:8154/tsfile/live/0131_1.m3u8
33.0KB/S,2340.84ms,湖南卫视,http://itms4.sdlk.vip:6721/hls/252/index.m3u8
33.0KB/S,588.69ms,东方卫视,http://itms4.sdlk.vip:6721/hls/219/index.m3u8
33.0KB/S,828.64ms,甘肃卫视,http://itms4.sdlk.vip:6721/hls/221/index.m3u8
32.7KB/S,452.45ms,湖北卫视,http://175.10.230.91:8081/tsfile/live/0132_1.m3u8
32.6KB/S,476.39ms,CCTV-13新闻,http://110.80.17.38:9901/tsfile/live/0013_1.m3u8
32.5KB/S,423.20ms,CCTV-11戏曲,http://221.233.192.152:1111/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
32.3KB/S,491.29ms,CCTV-6电影,http://58.19.43.46:9901/tsfile/live/1025_1.m3u8
32.2KB/S,520.62ms,黑龙江卫视,http://61.156.228.12:8154/tsfile/live/0143_1.m3u8
32.2KB/S,2097.11ms,山东卫视,http://itms4.sdlk.vip:6721/hls/208/index.m3u8
31.9KB/S,490.01ms,CCTV-15音乐,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8
31.8KB/S,507.98ms,三沙卫视,http://111.160.17.2:59901/tsfile/live/0001_45.m3u8?key=txiptv&playlive=1&authid=0
31.5KB/S,681.60ms,内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8
31.3KB/S,435.24ms,江西卫视,http://144.52.160.109:9901/tsfile/live/1042_1.m3u8
31.2KB/S,1712.70ms,东南卫视,http://221.0.78.198:1681/hls/10240/index.m3u8
31.2KB/S,490.17ms,宁夏卫视,http://58.19.43.46:9901/tsfile/live/1003_1.m3u8
31.1KB/S,491.19ms,广西卫视,http://58.19.43.46:9901/tsfile/live/1004_1.m3u8
31.0KB/S,467.06ms,广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8
30.9KB/S,466.70ms,北京卫视,http://116.9.204.242:9901/tsfile/live/0122_1.m3u8
30.8KB/S,452.40ms,江西卫视,http://175.10.230.91:8081/tsfile/live/0138_1.m3u8
30.5KB/S,1147.09ms,厦门卫视,http://123.132.233.194:352/tsfile/live/0119_1.m3u8
30.2KB/S,525.05ms,CCTV-7国防军事,http://61.156.228.12:8154/tsfile/live/0007_1.m3u8
30.1KB/S,2355.13ms,浙江卫视,http://itms4.sdlk.vip:6721/hls/248/index.m3u8
30.1KB/S,433.13ms,青海卫视,http://144.52.160.109:9901/tsfile/live/1045_1.m3u8
29.9KB/S,526.09ms,新疆卫视,http://61.156.228.12:8154/tsfile/live/0110_1.m3u8
29.7KB/S,506.77ms,CCTV-5+体育赛事,http://111.160.17.2:59901/tsfile/live/0001_6.m3u8
29.7KB/S,829.92ms,CCTV-10科教,http://itms4.sdlk.vip:6721/hls/213/index.m3u8
29.7KB/S,490.25ms,贵州卫视,http://58.19.43.46:9901/tsfile/live/1011_1.m3u8
29.5KB/S,1052.84ms,CCTV-12社会与法,http://58.19.43.46:9901/tsfile/live/1031_1.m3u8
29.2KB/S,490.41ms,CCTV-10科教,http://58.19.43.46:9901/tsfile/live/1029_1.m3u8
29.2KB/S,453.38ms,内蒙古卫视,http://175.10.230.91:8081/tsfile/live/0109_1.m3u8
28.6KB/S,477.16ms,浙江卫视,http://117.27.190.42:9998/tsfile/live/23271_1.m3u8
28.5KB/S,490.05ms,黑龙江卫视,http://58.19.43.46:9901/tsfile/live/1008_1.m3u8
28.4KB/S,490.93ms,东方卫视,http://58.19.43.46:9901/tsfile/live/1035_1.m3u8
28.3KB/S,491.04ms,浙江卫视,http://58.19.43.46:9901/tsfile/live/1037_1.m3u8
28.3KB/S,490.26ms,吉林卫视,http://58.19.43.46:9901/tsfile/live/1007_1.m3u8
28.0KB/S,491.65ms,CCTV-1综合,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8
27.9KB/S,489.83ms,江苏卫视,http://58.19.43.46:9901/tsfile/live/1038_1.m3u8
27.9KB/S,518.15ms,辽宁卫视,http://61.156.228.12:8154/tsfile/live/0121_1.m3u8
27.8KB/S,1705.62ms,江苏卫视,http://itms4.sdlk.vip:6721/hls/229/index.m3u8
27.8KB/S,521.06ms,三沙卫视,http://111.160.17.2:59901/tsfile/live/0001_45.m3u8
27.6KB/S,588.27ms,北京卫视,http://itms4.sdlk.vip:6721/hls/218/index.m3u8
27.6KB/S,478.01ms,东方卫视,http://117.27.190.42:9998/tsfile/live/23268_1.m3u8
27.6KB/S,489.37ms,重庆卫视,http://58.19.43.46:9901/tsfile/live/1042_1.m3u8
27.5KB/S,1055.60ms,CCTV-5体育,http://58.19.43.46:9901/tsfile/live/1024_1.m3u8
27.5KB/S,1116.62ms,CCTV-12社会与法,http://61.156.228.12:8154/tsfile/live/0012_1.m3u8
27.5KB/S,522.12ms,CCTV-17农业农村,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8
27.4KB/S,829.42ms,CCTV-15音乐,http://itms4.sdlk.vip:6721/hls/207/index.m3u8
27.2KB/S,489.51ms,CCTV-2财经,http://58.19.43.46:9901/tsfile/live/1021_1.m3u8
27.1KB/S,520.57ms,江苏卫视,http://61.156.228.12:8154/tsfile/live/0127_1.m3u8
27.1KB/S,433.45ms,湖北卫视,http://144.52.160.109:9901/tsfile/live/1038_1.m3u8
27.1KB/S,479.31ms,三沙卫视,http://117.27.190.42:9998/tsfile/live/23250_1.m3u8
26.9KB/S,508.70ms,湖北卫视,http://111.160.17.2:59901/tsfile/live/0001_29.m3u8
26.8KB/S,489.55ms,CCTV-8电视剧,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8
26.6KB/S,507.86ms,江苏卫视,http://111.160.17.2:59901/tsfile/live/0001_38.m3u8
26.6KB/S,474.60ms,河北卫视,http://117.27.190.42:9998/tsfile/live/23266_1.m3u8
26.4KB/S,489.99ms,CCTV-17农业农村,http://58.19.43.46:9901/tsfile/live/1047_1.m3u8
26.0KB/S,667.27ms,新疆卫视,http://111.61.236.247:9081/hls/53/index.m3u8
25.9KB/S,489.89ms,CCTV-9纪录,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8
25.9KB/S,573.99ms,内蒙古卫视,http://61.156.228.12:8154/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
25.9KB/S,432.24ms,新疆卫视,http://144.52.160.109:9901/tsfile/live/1050_1.m3u8
25.8KB/S,480.03ms,云南卫视,http://117.27.190.42:9998/tsfile/live/23251_1.m3u8
25.7KB/S,506.41ms,海南卫视,http://111.160.17.2:59901/tsfile/live/0001_35.m3u8
25.5KB/S,1692.37ms,湖北卫视,http://221.0.78.198:1681/hls/10229/index.m3u8
25.3KB/S,524.47ms,CCTV-5体育,http://61.156.228.12:8154/tsfile/live/0005_1.m3u8
25.3KB/S,477.43ms,安徽卫视,http://117.27.190.42:9998/tsfile/live/23261_1.m3u8
25.3KB/S,1722.12ms,贵州卫视,http://221.0.78.198:1681/hls/10249/index.m3u8
25.2KB/S,439.60ms,黑龙江卫视,http://144.52.160.109:9901/tsfile/live/1054_1.m3u8
25.2KB/S,532.36ms,西藏卫视,http://221.2.148.205:8154/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
24.9KB/S,433.37ms,内蒙古卫视,http://144.52.160.109:9901/tsfile/live/1055_1.m3u8
24.9KB/S,434.04ms,云南卫视,http://144.52.160.109:9901/tsfile/live/1051_1.m3u8
24.8KB/S,490.40ms,CCTV-4中文国际,http://58.19.43.46:9901/tsfile/live/1023_1.m3u8
24.8KB/S,532.57ms,CCTV-16奥林匹克,http://111.160.17.2:59901/tsfile/live/0001_17.m3u8
24.8KB/S,507.35ms,河北卫视,http://111.160.17.2:59901/tsfile/live/0001_39.m3u8
24.8KB/S,473.04ms,海南卫视,http://117.27.190.42:9998/tsfile/live/23272_1.m3u8
24.6KB/S,434.65ms,吉林卫视,http://144.52.160.109:9901/tsfile/live/1040_1.m3u8
24.6KB/S,481.03ms,海峡卫视,http://117.27.190.42:9998/tsfile/live/23283_1.m3u8?key=txiptv
24.6KB/S,449.20ms,三沙卫视,http://117.27.190.42:9998/tsfile/live/23250_1.m3u8?key=txiptv
24.5KB/S,473.02ms,湖南卫视,http://117.27.190.42:9998/tsfile/live/23276_1.m3u8
24.5KB/S,432.90ms,山东卫视,http://144.52.160.109:9901/tsfile/live/1017_1.m3u8
24.4KB/S,474.91ms,CCTV-5+体育赛事,http://117.27.190.42:9998/tsfile/live/23248_1.m3u8
24.3KB/S,749.05ms,四川卫视,http://221.0.78.198:1681/hls/10244/index.m3u8
24.3KB/S,475.27ms,深圳卫视,http://117.27.190.42:9998/tsfile/live/23274_1.m3u8
24.3KB/S,490.28ms,青海卫视,http://58.19.43.46:9901/tsfile/live/1014_1.m3u8
24.2KB/S,476.65ms,东南卫视,http://117.27.190.42:9998/tsfile/live/23281_1.m3u8
23.9KB/S,139.58ms,厦门卫视,https://stream1.freetv.fun/59c7359694ec77f9bc678221c3134b608aa973a44b2ed669c823673c1b2a8e0e.m3u8
23.8KB/S,476.11ms,广东卫视,http://117.27.190.42:9998/tsfile/live/23270_1.m3u8
23.8KB/S,490.04ms,河南卫视,http://58.19.43.46:9901/tsfile/live/1006_1.m3u8
23.5KB/S,507.44ms,四川卫视,http://111.160.17.2:59901/tsfile/live/0001_34.m3u8
23.5KB/S,479.53ms,河南卫视,http://117.27.190.42:9998/tsfile/live/23267_1.m3u8
23.3KB/S,562.90ms,安徽卫视,http://111.160.17.2:59901/tsfile/live/0001_32.m3u8
23.3KB/S,1026.55ms,甘肃卫视,http://117.27.190.42:9998/tsfile/live/23277_1.m3u8
23.1KB/S,480.92ms,海峡卫视,http://117.27.190.42:9998/tsfile/live/23283_1.m3u8?key=txiptv&playlive=1&authid=0
23.0KB/S,475.23ms,吉林卫视,http://117.27.190.42:9998/tsfile/live/23258_1.m3u8
23.0KB/S,463.63ms,海峡卫视,http://117.27.190.42:9998/tsfile/live/23283_1.m3u8
22.9KB/S,507.63ms,辽宁卫视,http://111.160.17.2:59901/tsfile/live/0001_41.m3u8
22.9KB/S,1159.37ms,新疆卫视,http://221.2.148.205:8154/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
22.8KB/S,489.60ms,四川卫视,http://58.19.43.46:9901/tsfile/live/1043_1.m3u8
22.7KB/S,483.40ms,黑龙江卫视,http://117.27.190.42:9998/tsfile/live/23256_1.m3u8
22.7KB/S,477.85ms,山东卫视,http://117.27.190.42:9998/tsfile/live/23263_1.m3u8
22.6KB/S,517.62ms,云南卫视,http://101.19.84.8:9901/tsfile/live/0126_1.m3u8
22.6KB/S,1009.41ms,三沙卫视,http://117.27.190.42:9998/tsfile/live/23250_1.m3u8?key=txiptv&playlive=1&authid=0
22.4KB/S,1027.89ms,安徽卫视,http://117.27.190.42:9998/tsfile/live/23262_1.m3u8
22.3KB/S,1086.96ms,CCTV-11戏曲,http://101.19.84.8:9901/tsfile/live/0011_1.m3u8
22.2KB/S,489.15ms,厦门卫视,http://117.27.190.42:9998/tsfile/live/23282_1.m3u8
21.8KB/S,770.92ms,河南卫视,http://221.0.78.198:1681/hls/10259/index.m3u8
21.8KB/S,473.70ms,天津卫视,http://117.27.190.42:9998/tsfile/live/23259_1.m3u8
21.7KB/S,1479.71ms,CCTV-13新闻,http://117.27.190.42:9998/tsfile/live/23244_1.m3u8
21.5KB/S,473.27ms,四川卫视,http://117.27.190.42:9998/tsfile/live/23260_1.m3u8
21.1KB/S,507.87ms,深圳卫视,http://111.160.17.2:59901/tsfile/live/0001_49.m3u8
21.0KB/S,474.99ms,CCTV-10科教,http://117.27.190.42:9998/tsfile/live/23241_1.m3u8
20.9KB/S,137.10ms,厦门卫视,https://stream1.freetv.fun/a927444efa3d55d3d42d4d80fc9dd565caeae93fe0328d6e078367c2120df3d4.m3u8
20.9KB/S,477.82ms,海南卫视,http://117.27.190.42:9998/tsfile/live/23273_1.m3u8
20.8KB/S,516.94ms,西藏卫视,http://101.19.84.8:9901/tsfile/live/0111_1.m3u8
20.5KB/S,474.00ms,重庆卫视,http://117.27.190.42:9998/tsfile/live/23254_1.m3u8
20.4KB/S,449.24ms,CCTV-17农业农村,http://1.197.249.246:9901/tsfile/live/0007_2.m3u8?key=txiptv&playlive=1&authid=0
20.4KB/S,2085.55ms,三沙卫视,https://stream1.freetv.fun/de612c9a7e60a728c4c7416f9f5767e6e1d998de42dc23a3e1c401afad4f4498.ctv
20.2KB/S,1054.94ms,东南卫视,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8
20.1KB/S,509.75ms,CCTV-5+体育赛事,http://101.19.84.8:9901/tsfile/live/0016_1.m3u8
20.1KB/S,516.79ms,青海卫视,http://101.19.84.8:9901/tsfile/live/0140_2.m3u8
20.0KB/S,507.49ms,浙江卫视,http://111.160.17.2:59901/tsfile/live/0001_40.m3u8
19.8KB/S,506.78ms,CCTV-13新闻,http://111.160.17.2:59901/tsfile/live/0001_14.m3u8
19.5KB/S,508.89ms,CCTV-15音乐,http://101.19.84.8:9901/tsfile/live/0015_1.m3u8
19.5KB/S,516.57ms,宁夏卫视,http://101.19.84.8:9901/tsfile/live/0112_1.m3u8
19.2KB/S,1519.11ms,山东卫视,http://101.19.84.8:9901/tsfile/live/0135_1.m3u8
18.7KB/S,506.82ms,重庆卫视,http://111.160.17.2:59901/tsfile/live/0001_31.m3u8
18.6KB/S,507.61ms,CCTV-17农业农村,http://111.160.17.2:59901/tsfile/live/0001_18.m3u8
18.6KB/S,507.77ms,广西卫视,http://111.160.17.2:59901/tsfile/live/0001_44.m3u8
18.6KB/S,519.14ms,黑龙江卫视,http://101.19.84.8:9901/tsfile/live/0125_1.m3u8
18.0KB/S,507.79ms,黑龙江卫视,http://111.160.17.2:59901/tsfile/live/0001_36.m3u8
17.9KB/S,624.58ms,四川卫视,http://116.128.242.83:9901/tsfile/live/1007_1.m3u8
17.8KB/S,1103.97ms,四川卫视,http://101.19.84.8:9901/tsfile/live/0119_1.m3u8
17.1KB/S,421.29ms,甘肃卫视,http://61.173.144.157:9901/tsfile/live/0113_1.m3u8
16.7KB/S,422.40ms,吉林卫视,http://61.173.144.157:9901/tsfile/live/0116_1.m3u8
15.7KB/S,418.98ms,东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8
15.7KB/S,418.45ms,黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8
15.3KB/S,418.38ms,安徽卫视,http://61.136.172.236:9901/tsfile/live/0130_1.m3u8
15.2KB/S,420.04ms,CCTV-2财经,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8
15.2KB/S,419.85ms,河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8
14.8KB/S,449.06ms,广东卫视,http://171.14.89.182:9901/tsfile/live/0125_1.m3u8
14.4KB/S,473.87ms,CCTV-5体育,http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
14.3KB/S,417.91ms,湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8
14.3KB/S,418.87ms,河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8
12.0KB/S,446.34ms,三沙卫视,http://183.11.239.36:808/hls/76/index.m3u8
11.8KB/S,666.87ms,新疆卫视,http://123.130.84.106:8154/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
11.6KB/S,418.95ms,山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8
11.1KB/S,425.51ms,辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8
11.0KB/S,1664.92ms,吉林卫视,http://123.130.84.106:8154/tsfile/live/0116_1.m3u8
10.0KB/S,672.61ms,青海卫视,http://123.130.84.106:8154/tsfile/live/0140_1.m3u8
9.7KB/S,617.26ms,新疆卫视,http://123.130.84.106:8154/tsfile/live/0110_1.m3u8
9.0KB/S,495.92ms,三沙卫视,http://220.249.114.102:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
8.9KB/S,1667.15ms,山东卫视,http://123.130.84.106:8154/tsfile/live/0131_1.m3u8
7.3KB/S,542.47ms,甘肃卫视,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8
7.2KB/S,542.87ms,CCTV-7国防军事,http://61.138.128.226:19901/tsfile/live/0008_1.m3u8
7.2KB/S,540.80ms,延边卫视,http://61.138.128.226:19901/tsfile/live/1008_1.m3u8
7.1KB/S,495.29ms,新疆卫视,http://220.249.114.102:9901/tsfile/live/0110_1.m3u8
6.8KB/S,278.95ms,三沙卫视,https://stream1.freetv.fun/fd1abacd02d10bf9e60b98fdc292704eefa30cff9e4eb0816eec3156e687c991.m3u8
6.5KB/S,542.75ms,宁夏卫视,http://61.138.128.226:19901/tsfile/live/0112_1.m3u8
6.5KB/S,541.04ms,兵团卫视,http://61.138.128.226:19901/tsfile/live/0115_1.m3u8
6.4KB/S,540.11ms,新疆卫视,http://61.138.128.226:19901/tsfile/live/0110_1.m3u8
6.2KB/S,540.11ms,云南卫视,http://61.138.128.226:19901/tsfile/live/0119_1.m3u8
6.2KB/S,541.26ms,海南卫视,http://61.138.128.226:19901/tsfile/live/1015_1.m3u8
6.1KB/S,1141.82ms,河南卫视,http://61.138.128.226:19901/tsfile/live/0139_1.m3u8
6.1KB/S,541.28ms,青海卫视,http://61.138.128.226:19901/tsfile/live/0140_1.m3u8
6.0KB/S,461.27ms,延边卫视,https://stream1.freetv.fun/d2ea3a364fa453b29060ebccb5a06a1941755859c0182ab0f071473c08738fc2.m3u8
5.9KB/S,540.35ms,广东卫视,http://61.138.128.226:19901/tsfile/live/0125_1.m3u8
5.9KB/S,540.71ms,三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
5.8KB/S,542.07ms,西藏卫视,http://61.138.128.226:19901/tsfile/live/0111_1.m3u8
5.8KB/S,542.28ms,三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
4.8KB/S,430.42ms,内蒙古卫视,http://58.220.219.14:9901/tsfile/live/0114_1.m3u8
4.2KB/S,1309.27ms,江西卫视,http://119.163.199.98:9901/tsfile/live/0138_1.m3u8
4.2KB/S,1175.34ms,云南卫视,http://119.163.199.98:9901/tsfile/live/0119_1.m3u8
4.0KB/S,804.36ms,广西卫视,http://119.163.199.98:9901/tsfile/live/0113_1.m3u8
4.0KB/S,496.41ms,山东卫视,http://119.163.199.98:9901/tsfile/live/0016_1.m3u8
3.9KB/S,554.46ms,CCTV-12社会与法,http://119.163.199.98:9901/tsfile/live/0012_1.m3u8
3.9KB/S,505.39ms,湖南卫视,http://119.163.199.98:9901/tsfile/live/0017_1.m3u8
3.9KB/S,496.23ms,重庆卫视,http://119.163.199.98:9901/tsfile/live/0142_1.m3u8
3.8KB/S,1132.72ms,深圳卫视,http://119.163.199.98:9901/tsfile/live/0126_1.m3u8
3.8KB/S,554.19ms,贵州卫视,http://119.163.199.98:9901/tsfile/live/0120_1.m3u8
3.6KB/S,1146.22ms,四川卫视,http://119.163.199.98:9901/tsfile/live/0123_1.m3u8
3.5KB/S,496.93ms,CCTV-3综艺,http://119.163.199.98:9901/tsfile/live/0003_1.m3u8
3.5KB/S,496.59ms,安徽卫视,http://119.163.199.98:9901/tsfile/live/0130_1.m3u8
3.4KB/S,519.77ms,天津卫视,http://119.163.199.98:9901/tsfile/live/0135_1.m3u8
